token	lemma
présentent	présenter
capacité	capacité
coaguler	coaguler
lait	ler
présure	présur
veau	veau
reste	reste
agent	agent
coagulant	coaguler
important	important
utilisé	utiliser
première	premier
étape	étape
fabrication	fabrication
fromage	fromager
4	4
grands	grand
groupes	groupe
dizaine	dizaine
pme	pm
basées	baser
france	france
partagent	partager
énorme	énorme
marché	marché
chacun	chacun
acteurs	acteur
produisant	produire
enzymes	enzyme
selon	selon
mode	mode
fabrication	fabrication
lui	luire
propre	propre
contexte	contexte
lancé	lancer
coag	coag
projet	projet
labellisé	labelliser
pôle	pôle
vitagora	vitagorer
principal	principal
déterminer	déterminer
quelle	quel
influence	influence
supports	support
préparations	préparation
enzymatiques	enzymatique
coagulantes	coagulante
rendement	rendemer
qualité	qualité
fromages	fromage
produits	produit
résultats	résultat
obtenus	obtenir
lors	lors
première	premier
étape	étape
projet	projet
confirment	confirmer
existe	exister
bien	bien
variabilité	variabiliter
significative	significatif
composition	composition
non	non
enzymatique	enzymatique
coagulants	coagulant
fabrication	fabrication
fromage	fromage
première	premier
étape	étape
dite	dire
coagulation	coagulation
on	on
appelle	appeler
caillage	caillage
consiste	consister
mettre	mettre
cuve	cuve
dose	dose
préparation	préparation
coagulante	coagulant
pouvant	pouvoir
varier	varier
dix	dix
cent	cent
millilitres	millilitre
100	100
litres	litre
lait	ler
agit	agir
faibles	faible
doses	dose
doses	dose
parfois	parfois
même	même
qualifiables	qualifiable
homéopathiques	homéopathique
rappelle	rappell
eric	eric
notz	notz
délégué	délégué
régional	régional
actilait	actiler
coordinateur	coordinateur
projet	projet
coag	coag
réalisé	réaliser
cadre	cadre
unité	unité
mixte	mixte
technologique	technologique
umt	umt
poligny	poligny
1	1
existe	exister
différentes	différents
enzymes	enzyme
coagulantes	coagulante
présure	présur
veau	veau
reste	reste
utilisée	utiliser
préparation	préparation
coagulante	coagulant
extraite	extraite
caillette	caillett
est-à-dire	est-à-dire
quatrième	quatrième
proche	proche
estomac	estomac
jeunes	jeune
ruminants	ruminant
abattus	abattu
avant	avant
sevrage	sevrage
contient	contenir
enzymes	enzyme
actives	active
chymosine	chymosin
majoritaire	majoritaire
pepsine	pepsin
proportion	proportion
augmente	augmenter
âge	âg
veau	veau
enzymes	enzyme
coagulantes	coagulante
différentes	différents
préparations	préparation
utilisées	utiliser
fromagerie	fromagerie
renferment	renfermer
autres	autre
éléments	élément
spécialistes	spécialiste
appellent	appeler
support	support
composition	composition
varie	varie
fabricant	fabricer
autre	autre
or	or
on	on
estime	estime
support	support
peut	pouvoir
contenir	contenir
nacl	nacl
phosphate	phosphat
fraction	fraction
azotée	azoter
conservateurs	conservateur
pourrait	pouvoir
contribuer	contribuer
élaboration	élaboration
caractéristiques	caractéristique
sensorielles	sensoriel
fromages	fromage
affinés	affiner
précise	préciser
coordinateur	coordinateur
coag	coag
première	premier
phase	phase
projet	projet
consisté	consister
réaliser	réaliser
enquête	enquête
terrain	terrain
visant	viser
brosser	brosser
panorama	panorama
général	général
coagulants	coagulant
disponibles	disponible
marché	marcher
occasion	occasion
composition	composition
chimique	chimique
ensemble	ensembl
échantillons	échantillon
représentatifs	représentatif
analysée	analyser
résultats	résultat
obtenus	obtenir
confirment	confirmer
existe	exister
variabilité	variabilité
significative	significatif
composition	composition
non	non
enzymatique	enzymatique
coagulants	coagulant
différences	différence
visibles	visible
fois	fois
composition	composition
minérale	minéral
composition	composition
protéique	protéique
préparations	préparation
coagulantes	coagulante
elles	elle
dépendent	dépendre
non	non
seulement	seulement
type	type
enzyme	enzyme
fabricants	fabricant
indique	indique
eric	eric
notz	notz
semblerait	sembler
type	type
enzyme	enzyme
modes	mode
préparation	préparation
extraction	extraction
utilisés	utiliser
modulent	moduler
composition	composition
minérale	minéral
protéique	protéique
coagulants	coagulant
précisons	précison
résultats	résultat
identiques	identique
obtenus	obtenu
coagulants	coagulant
dits	dit
traditionnels	traditionnel
fabriqués	fabriquer
fromagerie	fromagerie
importants	important
premiers	premier
résultats	résultat
devraient	devoir
faire	faire
objet	objet
publication	publication
scientifique	scientifique
prochains	prochain
mois	mois
projet	projet
sous	sou
oeil	oeil
attentif	attentif
profession	profession
heure	heure
coag	coag
poursuit	poursuivre
umt	umt
poligny	poligny
inra	inrer
continue	continuer
développer	développer
techniques	technique
dosage	dosage
immunochimique	immunochimique
détecter	détecter
quantifier	quantifier
faibles	faible
doses	dose
chymosine	chymosin
pepsine	pepsin
bovine	bovin
présentes	présent
fromages	fromage
actilait	actilait
isba	isba
poursuivent	poursuivre
inra	inrer
analyse	analyse
impact	impact
préparations	préparation
coagulantes	coagulant
industrielles	industriel
propriétés	propriété
fromagères	fromager
lait	ler
projet	projet
spécifique	spécifique
réflexion	réflexion
concernant	concerner
impact	impact
préparations	préparation
coagulantes	coagulant
traditionnelles	traditionnel
telles	tel
recuites	recuire
qualité	qualité
finale	final
fromages	fromage
autant	auter
travaux	traval
déroulent	dérouler
évidemment	évidemment
sous	sou
oeil	oeil
attentif	attentif
profession	profession
tant	tant
enjeux	enjeux
importants	important
fromager	fromager
avant	avant
tout	tout
fonctionnalité	fonctionnalité
soit	être
garantie	garantie
or	or
effets	effet
insoupçonnés	insoupçonné
apparaissent	apparaître
parfois	parfois
ne	ne
impute	imputer
pas	pas
présure	présur
cela	celer
dit	dire
infime	infime
soit	être
quantité	quantité
présure	présur
utilisée	utiliser
fabrication	fabrication
fromage	fromage
celle-ci	celui-ci
renferme	renferm
peut	pouvoir
éléments	élément
pouvant	pouvoir
modifier	modifier
qualité	qualité
produit	produit
final	final
estime	estime
eric	eric
notz	notz
terme	terme
coag	coag
devrait	devoir
permettre	permettre
publication	publication
certain	certain
nombre	nombre
recommandations	recommandatier
termes	terme
fabrication	fabrication
destinées	destiner
fournisseurs	fournisseur
présures	présure
1l	1l
umt	umt
poligny	poligny
regroupe	regrouper
trois	trois
partenaires	partenaire
complémentaires	complémentaire
domaine	domaine
filière	filièr
laitière	laitier
inra-urtal	inra-urtal
unité	uniter
technologie	technologie
analyses	analyse
laitières	laitier
poligny	poligny
institut	institut
sciences	science
biotechnologies	biotechnologier
agroalimentaire	agroalimentaire
isba	isba
regroupe	regrouper
2	2
enil	enil
franche-comté	franche-comté
poligny	poligny
mamirolle	mamiroll
institut	institut
technique	technique
lait	lait
produits	produire
laitiers	laitier
actilait	actiler
neurones	neurone
particuliers	particulier
impliqués	impliquer
apprentissage	apprentissage
rapide	rapide
cartographie	cartographi
lieux	lieux
direct	direct
neurones	neurone
particuliers	particulier
impliqués	impliquer
apprentissage	apprentissage
rapide	rapide
cartographie	cartographi
lieux	lieux
individu	individu
survivre	survivre
implique	impliquer
obligatoirement	obligatoirement
pouvoir	pouvoir
localiser	localiser
permanence	permanence
environnement	environnement
comment	comment
cerveau	cerveau
individu	individu
cartographie	cartographi
mémorise	mémoriser
environnement	environnement
lequel	lequel
évolue	évoluer
afin	afin
lui	luire
permettre	permettre
orienter	orienter
question	question
laquelle	lequel
jérôme	jérôme
epsztein	epsztein
chercheur	chercheur
inserm	inserm
unité	unité
901	901
institut	institut
neurobiologie	neurobiologie
méditerranée	méditerraner
ses	son
collaborateurs	collaborateur
michael	michael
brecht	brecht
université	université
humboldt	humboldt
berlin	berlin
albert	albert
lee	lee
institut	institut
médical	médical
howard	howard
hugues	hugue
virginie	virginie
tentent	tenter
apporter	apporter
réponses	réponse
y	y
40	40
ans	an
cellules	cellule
dites	dire
lieu	lieu
découvertes	découverte
chez	chez
animal	animal
localisés	localisé
hippocampe	hippocamp
neurones	neurone
particuliers	particulier
ne	ne
activés	activer
lorsque	lorsque
animal	animal
trouve	trouver
lieu	lieu
donné	donner
environnement	environnement
leur	son
nom	nom
reste	reste
présent	présent
personne	personne
n	n
encore	encore
réussi	réussir
expliquer	expliquer
pourquoi	pourquoi
certains	certain
neurones	neurone
hippocampe	hippocamp
actifs	actif
environnement	environnement
donné	donner
alors	alors
majorité	majorité
eux	eux
reste	reste
silencieux	silencieux
environnement	environnement
identique	identique
importance	importanc
travaux	traval
menés	mener
jérôme	jérôm
epsztein	epsztein
ses	son
collaborateurs	collaborateur
travaux	traval
conduit	conduire
développer	développer
nouvelle	nouveau
technique	technique
permettant	permettre
enregistrer	enregistrer
in	in
vivo	vivo
activité	activité
intracellulaire	intracellulaire
cellules	cellule
lieu	lieu
chez	chez
rat	rat
pendant	pendant
celui-ci	celui-ci
explore	explorer
espace	espace
environnant	environner
sensible	sensible
technique	technique
permet	permettre
non	non
seulement	seulement
enregistrer	enregistrer
messages	message
envoyés	envoyer
cellules	cellule
font	faire
déjà	déjà
techniques	technique
classiques	classique
messages	message
reçus	recevoir
neurones	neurone
propriétés	propriété
intrinsèques	intrinsèque
fondamentales	fondamentale
neurones	neurone
grâce	grâce
technique	technique
chercheurs	chercheur
pu	pouvoir
comparer	comparer
précisément	précisément
propriétés	propriété
cellules	cellule
dites	dire
lieu	lieu
celles	celui
dites	dire
silencieuses	silencieux
alors	alors
animal	animal
explorait	explorer
environnement	environnement
première	premier
fois	fois
apprenait	apprendre
y	y
repérer	repérer
enregistrements	enregistrement
effectués	effectuer
permis	permettre
mettre	mettre
évidence	évidence
chercheurs	chercheur
supposaient	supposer
cellules	cellule
lieu	lieu
reçoivent	recevoir
davantage	davantage
messages	message
excitateurs	excitateur
celllules	celllule
silencieuses	silencieux
environnement	environnement
donné	donner
parallèlement	parallèlement
chercheurs	chercheur
observé	observer
cellules	cellule
lieu	lieu
présentent	présenter
propriétés	propriété
intrinsèques	intrinsèque
différentes	différent
cellules	cellule
silencieuses	silencieux
facilitent	faciliter
leur	son
réponse	réponse
stimulus	stimulus
donné	donner
surprenant	surprenant
différences	différence
propriétés	propriété
intrinsèques	intrinsèque
pu	pouvoir
observées	observer
avant	avant
même	même
animal	animal
ne	ne
soit	être
confronté	confronter
nouvelle	nouveau
expérience	expérience
mémoriser	mémoriser
jérôme	jérôme
epsetein	epsetein
pense	penser
certains	certain
cellules	cellule
hippocampe	hippocamp
seraient	être
prédisposées	prédisposer
cartographier	cartographier
potentiellement	potentiellement
mémoriser	mémoriser
prochain	prochain
environnement	environnement
exploré	explorer
reste	reste
cerveau	cerveau
complexe	complexe
plastique	plastique
réorganise	réorganis
chaque	chaque
instant	instant
fonction	fonction
sollicitations	sollicitation
reçoit	recevoir
nos	notre
travaux	travail
appliquent	appliquer
étude	étude
cerveau	cerveau
animaux	animal
instant	inster
donné	donner
souligne	soulign
jérôme	jérôm
epsztein	epsztein
estime	estim
peut	pouvoir
fort	fort
bien	bien
autre	autre
moment	moment
appréhender	appréhender
environnement	environnement
différent	différent
cellules	cellule
silencieuses	silencieux
deviennent	devenir
cellules	cellule
lieu	lieu
suite	suite
modification	modification
leurs	leur
propriétés	propriété
intrinsèques	intrinsèque
nanotubes	nanotube
peptides	peptide
diamètre	diamètre
parfaitement	parfaitement
contrôlé	contrôler
direct	direct
nanotubes	nanotube
peptides	peptide
diamètre	diamètre
parfaitement	parfaitement
contrôlé	contrôler
pouvoir	pouvoir
contrôler	contrôler
taille	taille
nano-objets	nano-objets
domaine	domaine
nanotechnologies	nanotechnologie
importance	importanc
capitale	capital
taille	taille
module	modul
propriétés	propriété
physiques	physique
matériaux	matériau
présent	présent
tentatives	tentative
contrôle	contrôle
taille	taille
architectures	architecture
modification	modification
brique	brique
unitaire	unitaire
souvent	souvent
soldées	solder
échecs	échec
contexte	contexte
chercheurs	chercheur
cea-ibitec-s	cea-ibitec-s
institut	institut
biologie	biologie
technologies	technologie
saclay	saclay
cnrs	cnrs
ipsen	ipsen
intéressés	intéresser
petite	petit
molécule	molécule
lanréotide	lanréotide
octapeptide	octapeptid
cyclique	cyclique
est-à-dire	est-à-dire
peptide	peptid
composé	composer
8	8
acides	acide
aminés	aminé
liés	lier
successivement	successivement
formant	former
anneau	anneau
analogue	analogue
hormone	hormon
naturelle	naturel
somatostatine	somatostatine
lanréotide	lanréotid
classiquement	classiquement
utilisé	utiliser
médicament	médicament
possède	posséder
propriété	propriété
assembler	assembler
eau	eau
dimères	dimère
est-à-dire	est-à-dire
molécules	molécule
composées	composée
sous-unités	sous-unité
or	or
type	type
structures	structure
auto-assemblées	auto-assembler
constitue	constituer
approche	approche
intéressante	intéressant
synthèse	synthèse
nanomatériaux	nanomatérial
forme	forme
taille	taille
systèmes	système
principalement	principalement
conditionnées	conditionner
structure	structure
briques	brique
bases	base
supposant	supposer
acides	acide
aminés	aminer
assurant	assurer
contacts	contact
peptides	peptide
régissent	régir
rayon	rayon
courbure	courbure
nanotubes	nanotubes
chercheurs	chercheur
alors	alors
conçu	concevoir
modèle	modèle
géométrique	géométrique
explique	expliquer
quelle	quel
mesure	mesure
modification	modification
quelques	quelque
angströms	angströms
structure	structure
base	base
peptide	peptid
peut	pouvoir
influer	influer
taille	taille
nanotube	nanotub
utilisant	utiliser
modèle	modèle
ils	il
peuvent	pouvoir
rationaliser	rationaliser
voire	voire
prédire	prédir
diamètres	diamètre
nanotubes	nanotube
générés	générer
